Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
25,0.007035138988867402,0.005204971581697464,0.9958073353767395,0.0017440213588997722,21.929420679075903,0.8057059675455094
26,0.10220522264949977,0.0056737054884433745,0.9216471996903419,0.02098349229898304,17.91635762949998,0.808074743449688
27,0.06272382155526429,0.004748675199225545,0.988878448009491,0.025344410818070172,23.749595416272644,0.8211659601330757
28,0.17281956247985364,0.005319736767560244,0.8707698946446181,0.02980060555972159,24.441969474695263,0.8204268383979797
29,0.09545916562434285,0.004727613152936101,0.9744761610031127,0.04168425452429801,23.499618471410617,0.8272283238172531
30,0.009411843027919531,0.006009783186018467,0.9937630939483643,0.0012764754495583474,24.1806772207063,0.8306143641471863
31,0.004306072292383761,0.005236130207777023,0.9974539709091187,0.0009830321697518228,25.220549281346756,0.8420962256193161
32,0.0040923286112956704,0.004955810988321901,0.9978561305999756,0.0011902010766789318,25.351553406287877,0.845297886133194
33,0.0014649240858852863,0.005540208732709289,0.9994664096832275,0.0007521685317624361,24.671494735403176,0.834848221540451
34,0.0017316137161105872,0.004644777188077569,0.9990276145935059,0.0006284093554131686,24.6484438466114,0.8377307021617889
35,0.0015102511318400502,0.0048056567087769505,0.999416344165802,0.0004733103374019265,24.512204700232893,0.8455357438325882
36,0.2202440830913838,0.004412964405491948,0.8771021008491516,0.07879149590036832,23.22035819629633,0.8443589502573013
37,0.2546727870032191,0.00574335215613246,0.8132603809982538,0.017051619184203445,23.70697279746591,0.8217447555065155
38,0.009275865349918604,0.004435417680069804,0.9950379252433776,0.001514765282627195,25.4635624450218,0.8489628654718399
39,0.005245909078512341,0.004676710069179535,0.9976249504089355,0.0009862774866633117,24.06699116774805,0.8456388229131698
40,0.025242296766955406,0.005391089795157313,0.9851858425140381,0.003245539155323058,24.921271206663086,0.8325109452009201
41,0.006016395173501224,0.004624107042327523,0.9960689544677734,0.0009533179551362991,18.74137122324802,0.8117623066902161
42,0.08299312656745314,0.005268715200945735,0.973665931224823,0.05878633778425865,21.62003710299548,0.8405146944522858
43,0.0806671677774284,0.004942101296037436,0.9465826976299286,0.014456325627397746,25.01210293725419,0.8443178015947342
44,0.01271896020974964,0.004103431319817901,0.9937976622581481,0.0015295445593073965,25.426414703509582,0.8497862708568573
45,0.003241886927280575,0.00459519250318408,0.9983180665969849,0.0009834228409454227,25.124364388691657,0.8537768185138702
46,0.0010046213725581766,0.004408649811521173,0.9995452904701233,0.00045538037724327294,24.032811064474156,0.8346210521459579
47,0.0028761864686384798,0.00443907112814486,0.9987587547302246,0.0004282043408602476,25.03994259069845,0.8519365751743316
48,0.0012961814971640705,0.0049120241310447454,0.9992263269424438,0.0007023655105149373,24.391205359704617,0.8470927441120147
49,0.0012686519569251686,0.0041125214099884035,0.9995040178298951,0.00028892839734908195,24.897281314121273,0.851117217540741
50,0.0030148044729139656,0.0041763346083462235,0.9978709864616394,0.011294963335385546,25.730462029766493,0.8580574387311936
51,0.0005036922841100023,0.004239593548700214,0.9998338150978089,0.0002857363532530144,25.04789869142039,0.8552493923902511
52,0.0014029051605029964,0.004338679686188698,0.9989566898345947,0.0006856225669616833,24.344035921906308,0.8576974821090698
53,0.0009214070276357233,0.004736840976402163,0.9994758915901184,0.0002569458627840504,22.912118385497866,0.827421122789383
54,0.00025679494225187225,0.004399255225434899,0.9999291610717773,0.00015266455011442304,24.742779912957236,0.8515646654367447
55,0.0003612208753474988,0.004588085347786546,0.999884262084961,0.00011974298235145397,24.478593384195033,0.8571980947256088
56,0.7249284601805266,0.0034063728246837856,0.8952270138263703,0.626241291872866,25.192394710000514,0.8582507008314133
57,0.18383838519454002,0.004154969397932291,0.9000346228480339,0.07208262722066137,24.962462962698474,0.8588733702898026
58,0.004251991431810893,0.004411068940535188,0.9969945859909057,0.0006840734730940312,25.55854371061762,0.8530477839708328
59,0.0014786050262046047,0.0039046263322234155,0.9996590161323547,0.000306589575484395,26.018166198983455,0.8598341852426529
60,0.0008899456082144753,0.004178664796054363,0.9995664429664611,0.0001999034284381196,24.190250334473507,0.8493670463562012
61,0.033615085471537895,0.004433914991095662,0.9863636326789856,0.045184607266564855,22.40054545828344,0.8179994541406631
62,0.0015297999558970333,0.004115102086216211,0.9991522264480591,0.0002073515806114301,23.31851760825583,0.8644020873308181
63,0.0009462975015048869,0.004372733095660806,0.9996897268295288,0.00022218959697056561,20.048895623726068,0.8610842341184616
64,0.0004328035397338681,0.004016016060486436,0.9996617650985717,9.387677666381932e-05,26.02098425113038,0.8597744119167328
65,0.0007016123580979183,0.004278793083503842,0.9995236325263978,0.0001415906657348387,24.83219827054441,0.8578047668933868
66,0.00047170294070383536,0.004310289295390248,0.9997131061553955,0.00010739644319983199,25.98277385638973,0.8633881616592407
67,0.0005251062363095116,0.003911712719127536,0.9997265338897705,0.00013859491984476334,24.265302726894458,0.8629813647270203
68,0.0005724495128379203,0.003950389223173261,0.9998010277748108,7.059356998070144e-05,24.364144412821858,0.855708640217781
69,0.25382561391423225,0.00410994472913444,0.9080926287174225,0.14874509378074435,25.148784402219388,0.8579466629028321
70,0.004511936839553528,0.003971154540777206,0.9957276725769043,0.00027769512162194586,25.76161949900621,0.8619627338647843
71,0.0011541687260614708,0.003984178584069013,0.9996948194503784,0.00025785988094867207,25.601300169622338,0.8620880371332169
72,0.0008148513091146014,0.004042283669114113,0.9995933318138123,0.0002479817878338508,23.777380463984265,0.8524629920721054
73,0.0010000903537729755,0.0044271265249699356,0.9994722700119019,0.00016098684165626764,7.323897791180411,0.8621728265285492
74,0.0006262320380483288,0.0038970018364489077,0.999522614479065,0.00012586381344590337,24.581354885749835,0.8570766234397889
75,0.1464409066931694,0.0040891640074551105,0.953600728972815,0.07353168990841369,24.85568853165332,0.8561669760942459
76,0.22230349174700678,0.0036948596034199,0.8427256072463933,0.049850262225954796,25.30308841110721,0.8678183990716934
77,0.005400328069226816,0.004360481314361096,0.9977965211868286,0.0003467853966867551,24.482971989746925,0.8506544625759125
78,0.0020317276258720084,0.003944067461416126,0.9983041596412658,0.0002933304401813075,23.732033163145925,0.8636846834421158
79,0.00031954408332239835,0.003758891699835658,0.999906165599823,0.00020417280145920813,24.77348318146968,0.8514789301156998
80,0.000663284707989078,0.003857430396601558,0.9998754334449768,0.00011806116344814654,22.72748955967178,0.8457062709331512
81,0.0003195997574948706,0.0037146636471152308,0.9997925519943237,9.5594497397542e-05,25.24784681339223,0.865181257724762
82,0.00019657054130220786,0.003884629886597395,0.9998885560035705,8.070711774053053e-05,26.10038292409358,0.8654874658584595
83,0.00034966275314218364,0.003937923517078161,0.99985431432724,6.748596228135284e-05,24.56826005047791,0.8622618055343628
84,0.00022295450515230186,0.00387354145757854,0.9998591804504394,7.4180268420605e-05,25.696247627524077,0.8602521520853043
85,0.00012157551682321355,0.003932415097951889,0.9999324369430542,5.21675080381101e-05,25.67118054260526,0.8674567413330078
86,0.00018267215666128322,0.0037360132671892645,0.9998795199394226,4.9223633614019494e-05,25.869656918941487,0.8627497625350952
87,0.00013978500370285475,0.003958798870444298,0.9999668335914612,7.33875400328543e-05,16.8625313626661,0.8495750463008881
88,0.0006068223706097342,0.003758405689150095,0.9996367835998535,7.877259675296955e-05,25.286269062360454,0.8681573754549027
89,0.00014241795186535456,0.003765650112181902,0.999924762248993,6.439949567720759e-05,25.96697710790113,0.867758384346962
90,0.1391484301557648,0.003982658423483372,0.9108673721551895,0.03539780415740097,26.026018916590026,0.8693062889575959
91,0.0012853587022982537,0.0037637382093816995,0.9991654634475708,0.0003933010378386825,25.041564368175884,0.8611896723508835
92,0.0014893570324056781,0.0038017098885029556,0.9989353322982788,0.00027413735049776735,25.708901384264937,0.8723448431491851
93,0.0008989373996155336,0.0037513871770352126,0.9995551180839538,0.00024071608058875426,24.441661591956674,0.8268779057264328
94,0.0005478188386769034,0.0036622864566743375,0.9996907997131348,0.00014348490614793263,25.510269793410167,0.8624869710206986
95,0.0003427337241009809,0.003728825934231281,0.9998938345909119,7.13374673796352e-05,24.89027627748922,0.8623457843065262
96,0.0011908247059909628,0.0036498693749308585,0.9991135454177856,0.00013068718108115717,25.571705544471083,0.8696424609422684
97,0.3433461173826072,0.0032872642250731587,0.9776156103610992,0.3600157966765983,25.386966728366215,0.8688109439611434
98,0.7738083775341511,0.0027795855794101954,0.9520143961906433,0.6783760253427318,25.23185762772711,0.866403534412384
99,0.00128160732681863,0.0038899323251098392,0.9991371154785156,0.00034869908675318586,22.889143246259003,0.8410047191381455
100,0.003303483178606257,0.0038835257571190594,0.9980254626274109,0.00022671468977932818,26.38599842012806,0.8723367035388947
