Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9634781265258789,0.030927284844219683,0.5930509376525879,0.5456672847270966,14.035367759068016,0.4400828780978918
2,0.9963220024108886,0.019441453628242015,0.7683933496475219,0.7644112420082092,17.409285513030646,0.45397662855684756
3,1.00594078540802,0.015203531570732594,0.802936737537384,0.804227077960968,17.57536541886656,0.4979228787869215
4,0.9945833659172059,0.014036239124834538,0.8530574750900268,0.8494031977653503,15.999265187828033,0.5100647334009409
5,0.9947807335853577,0.01294089775532484,0.8504883098602295,0.8480066275596618,18.73328301973707,0.5401678352802992
6,0.9935561275482178,0.01204281222075224,0.8561328482627869,0.8414443802833557,18.874109618871728,0.5458368200063706
7,0.9953305292129516,0.010956578608602285,0.766867995262146,0.7575586318969727,19.84891326160603,0.5721323712170124
8,1.0003655314445496,0.009749519042670726,0.699828815460205,0.696720826625824,20.197083043591775,0.5941852751374245
9,0.9955506849288941,0.009240217227488755,0.6631438064575196,0.6569943165779114,19.93296304943381,0.59986525952816
10,0.9910237956047058,0.010228924490511417,0.6351840400695801,0.6224691677093506,20.722294668132836,0.6100589337944985
11,0.9973009824752808,0.008609318621456623,0.607081835269928,0.6048159456253052,14.23508897301187,0.6260858507454395
12,0.9988047242164612,0.008638332691043615,0.6987054109573364,0.7004019141197204,20.465927811879403,0.6229043756425381
13,0.9903020572662353,0.008822112660855055,0.7942527079582214,0.7827777791023255,21.12557159073379,0.629761815816164
14,0.9895135831832885,0.008831073101609944,0.7453135108947754,0.7332110238075257,20.881258643623113,0.6392991790175437
15,0.9960097861289978,0.007952510956674813,0.7468768191337586,0.7413291406631469,20.931886422527274,0.6585688319802284
16,0.994075927734375,0.007654400505125523,0.7597566509246826,0.7522386503219605,5.749238368731816,0.6488779512047768
17,0.9920146584510803,0.007776576783508063,0.7349015927314758,0.7259466314315796,20.343357933412882,0.6655544981360435
18,0.997729709148407,0.007778368312865496,0.7211381649971008,0.7189391994476318,18.775281637258626,0.6686292189359665
19,0.9922344374656678,0.006569164674729109,0.7726210474967956,0.7667239260673523,20.38070188964881,0.6480704790353775
20,0.9944359993934632,0.007511493731290102,0.7755037808418274,0.7703091025352478,15.374425003396324,0.6560780590772629
21,0.9982841753959656,0.007251159343868494,0.6880383706092834,0.6767550587654114,20.80725718086918,0.6773674306273461
22,0.9972291755676269,0.006705727335065604,0.5754615366458893,0.5503246128559113,22.024228588880263,0.6816478729248047
23,0.9971228885650635,0.007059639897197485,0.5093595778942108,0.5118631434440613,22.24115962265784,0.6837557286024094
24,0.9997342038154602,0.006554856039583683,0.5982792448997497,0.5954683232307434,22.017907200051372,0.6911791503429413
25,0.9989321064949036,0.006871981620788574,0.5541617584228515,0.5480350697040558,21.584773875853255,0.6859119933843613
26,0.9961713099479675,0.006131993383169174,0.5387056481838226,0.5327472352981567,21.934422715639542,0.6905772033333778
27,0.9976997017860413,0.006865795906633138,0.5894011950492859,0.5927400171756745,21.467159088211922,0.6930657422542572
28,0.9913123893737793,0.00644083358347416,0.6729708909988403,0.6630499839782715,22.081491373035735,0.6990575429797172
29,0.9996247076988221,0.006679189801216126,0.628245894908905,0.6254301357269287,18.708733599573772,0.6837150633335114
30,0.9928701138496399,0.0064135979861021045,0.6163152480125427,0.6068840599060059,20.98177592677736,0.6925728362798691
31,0.9969971203804016,0.006656729560345412,0.622754943370819,0.6211207437515259,21.774811482464045,0.6885594493150711
32,0.9914734530448913,0.006638470534235239,0.6586028146743774,0.6517355990409851,19.309361502643338,0.7043293786048889
33,0.9986945962905884,0.006064376477152109,0.7304595732688903,0.7299569034576416,21.710110173108138,0.6929491299390793
34,0.9982365345954896,0.00647754980251193,0.751853814125061,0.7473050785064698,19.11000285035011,0.6984529083967209
35,1.003786528110504,0.005848596151918173,0.8169180488586426,0.8225575113296508,21.29097854515278,0.7035017094016075
36,0.9970825505256653,0.005660653635859489,0.8204966211318969,0.8197865295410156,22.585165879104583,0.7043205237388611
37,0.9908804321289062,0.006327271182090044,0.8435971832275391,0.838805820941925,22.243249934386753,0.6932447516918182
38,1.005149655342102,0.005432722428813577,0.8693299698829651,0.8720242881774902,22.50753560020186,0.6983947402238846
39,1.0026775646209716,0.0057174927834421395,0.840099663734436,0.8395045828819275,21.087186208390236,0.7038521400094032
40,1.0016295027732849,0.006115586906671524,0.8899594616889953,0.8932752490043641,21.04817508066146,0.7029327300190925
41,0.9997953963279724,0.006384624298661947,0.9255864405632019,0.9207929611206055,22.00354381037982,0.7027119541168213
42,1.000491623878479,0.0058119243197143075,0.8970899891853332,0.8955550146102905,22.423477822578125,0.7085889905691147
43,0.9962074303627014,0.005281159682199359,0.8871253132820129,0.8806756806373596,22.456198507348976,0.7119180950522422
44,1.011819407939911,0.0055652492307126525,0.8548690819740296,0.8627921891212463,19.366341128062647,0.7093452057242393
45,0.992696225643158,0.00573536011390388,0.8433191323280335,0.83186772108078,19.997380295565613,0.7083835431933403
