Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
46,0.9913441896438598,0.005780183551833034,0.7857681679725647,0.7766801476478576,21.380621868935364,0.7045923087000847
47,0.997239556312561,0.005799945816397667,0.7481864547729492,0.7432226705551147,22.50846365787732,0.70830721616745
48,0.9906770515441895,0.005548216737806797,0.7434487223625184,0.7345522785186768,21.599086608081034,0.7019433608651161
49,0.9928615999221801,0.005817276369780302,0.7578926706314086,0.7502748513221741,22.60407550144609,0.7084202808141709
50,0.9882436108589172,0.005655083525925875,0.7776758694648742,0.7672068786621093,19.80114902744962,0.7085850474238395
51,0.997767779827118,0.005867655463516712,0.8096435523033142,0.8073746728897094,22.633534615729268,0.7089298909902573
52,1.0007661700248718,0.005183462956920266,0.8291591453552246,0.8286808156967163,19.811400284095477,0.709157720208168
53,0.997245512008667,0.0051265558041632174,0.8088018250465393,0.8033479499816895,22.82866921184198,0.7165168574452401
54,0.9982049012184143,0.005309737250208855,0.7844346332550048,0.7820940709114075,22.902631930614284,0.7138220545649528
55,0.9957207989692688,0.005195895982906222,0.7981617546081543,0.7933846569061279,22.80694504581939,0.7128956943750382
56,0.9978583693504334,0.005168063808232546,0.7734759593009949,0.7686256837844848,21.75170349893191,0.716431747674942
57,0.9957597136497498,0.005021896669641137,0.7532075762748718,0.7481337332725525,22.884180637418538,0.7150623735785484
58,0.9973103666305542,0.004902163976803422,0.7497123551368713,0.7460853028297424,19.564794345271906,0.7203059417009353
59,1.0005472111701965,0.005151019841432572,0.7610459351539611,0.7589967679977417,22.645663637085967,0.7165806427597999
60,1.0010085034370422,0.005364673137664795,0.7487091970443726,0.7495967555046081,22.39521258225993,0.7162973335385323
61,1.0004178953170777,0.005708434246480465,0.7639853310585022,0.7635391211509704,21.388076323541917,0.7164482179284096
62,1.0005245542526244,0.00526569570414722,0.7844970965385437,0.783829128742218,19.0836981167937,0.718231028020382
63,0.9909261488914489,0.005744883939623833,0.7516894054412842,0.7422475957870484,21.721085875939337,0.7026245135068894
64,0.9912613463401795,0.005442822203040123,0.7577239632606506,0.7455790233612061,20.72522537986949,0.6966160920262336
65,0.9987117838859558,0.005681422017514706,0.7481694245338439,0.7466953802108764,22.810433593876077,0.7137557262182236
66,0.9988676857948303,0.005769379539415241,0.7533179640769958,0.7501547574996948,21.946095626949788,0.7118077903985978
67,0.9968402194976806,0.005215166127309203,0.7555805277824402,0.752179012298584,22.646227565739782,0.7178016632795334
68,0.9987263178825379,0.005124570112675428,0.792748146057129,0.7911904954910278,22.684862866024183,0.7208152788877488
69,1.0044228482246398,0.005039810063317418,0.7827579665184021,0.7847620868682861,22.49981108267637,0.7136631152033805
70,0.9995613288879395,0.005180551214143634,0.7635990333557129,0.7625007152557373,22.020314590193934,0.7164657297730446
71,0.9986504459381104,0.005069690095260739,0.7823033928871155,0.7777824568748474,18.296406276118525,0.7170666998624802
72,1.000457890033722,0.004811995765194297,0.7784531807899475,0.7793814349174499,22.940086008425872,0.7241536247730255
73,0.995236496925354,0.005188269605860114,0.8061802434921265,0.8022519969940185,19.776941324326568,0.718752129971981
74,0.9967150926589966,0.0046326372306793925,0.8027140402793884,0.7994294309616089,21.94020416859309,0.7192856314778328
75,1.0077340865135194,0.0048187624104321005,0.8005890893936157,0.8068900156021118,22.920417629701376,0.7211767780780792
76,1.0005029153823852,0.004977466547861695,0.7897417330741883,0.7909955334663391,23.066763807998747,0.7259733945131301
77,0.9959379482269287,0.004758899742737413,0.8380011820793152,0.8374885153770447,21.657037561110386,0.7237257584929466
78,0.9966823768615722,0.005141000747680664,0.8498663139343262,0.8462175583839416,22.56558115516625,0.7167409706115723
79,0.9947416591644287,0.005691392701119184,0.8311814427375793,0.8254733896255493,22.41900877779585,0.7202154257893563
80,1.0009349489212036,0.004950371077284217,0.8432794165611267,0.8433275985717773,22.786861417851313,0.7194392532110214
81,0.9953571200370789,0.005359343122690916,0.8342178201675415,0.8290862607955932,19.388333317246374,0.7139272940158844
82,1.0011155414581299,0.004853412555530667,0.8293503546714782,0.8304632568359375,22.703270642765222,0.7195175021886826
83,0.9979512047767639,0.004932737341150641,0.8459677743911743,0.842587776184082,23.03293833041098,0.7253081476688386
84,0.9986203122138977,0.0046707948762923475,0.8378651428222657,0.8349100685119629,22.922196900097568,0.7228409171104431
85,0.9949270606040954,0.004880546079948545,0.8435987877845764,0.8388112664222718,22.24882905633496,0.7238079640269279
86,0.9985135912895202,0.004780698562972248,0.88739590883255,0.8865616106987,22.5330726649992,0.7259490230679512
87,0.9938647723197938,0.005046450942754746,0.8916092371940613,0.8874079799652099,22.518833988076015,0.7213440674543381
88,0.9949262499809265,0.005064587676897645,0.880830147266388,0.8733974003791809,19.460087846737398,0.722914454638958
89,0.9966614103317261,0.004783087717369199,0.8989694023132324,0.8900564813613892,22.659020764071474,0.7292796176671982
90,0.9998189163208008,0.004840280963107944,0.8278082036972045,0.820711989402771,23.103618454881875,0.7240313977003098
91,1.004247372150421,0.004704810082912445,0.8157621169090271,0.819197244644165,22.963309768666452,0.7220871579647065
92,0.9995256733894348,0.004653389323502779,0.7859237504005432,0.7849921584129333,22.603006077543604,0.7259408086538315
93,1.0009173965454101,0.004809513697400689,0.8004082798957824,0.8006505560874939,22.32634973642132,0.7222471114993095
94,1.0031834316253663,0.004544301070272923,0.8030054235458374,0.8063926553726196,20.45978955018358,0.7269448226690293
95,0.9980619144439697,0.004857362834736705,0.8198324918746949,0.8173114085197448,23.059958893222706,0.7246388393640518
96,0.9990312218666076,0.004672702047973871,0.8083828592300415,0.8069244623184204,22.208318426410678,0.7276997548341751
97,1.003524169921875,0.0045921525079756975,0.8131130290031433,0.815250792503357,20.794005104172456,0.7285734045505524
98,1.0030999207496643,0.0046166220586746935,0.80371422290802,0.8063265895843506,20.86766157177049,0.7236604234576225
99,0.9993720889091492,0.004965827129781246,0.809572103023529,0.8072143149375915,21.921891267014317,0.7255932468175889
100,0.9991109919548035,0.004827381744980812,0.7871279287338256,0.7851497101783752,23.023240045069,0.7262286388874054
